index,event_id,filename,report_type,sentence_triggers,event_text,tokenised_text,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,a071816_apollo 2005 annual tech report_11275634_186,a071816_apollo 2005 annual tech report_11275634.json,Annual,"minor gold, mineralisation","The width of the anomaly is at least 150m and has not been closed off. The anomaly occurs over the felsic-metabasalt contact where it displays a jog. Only minor gold mineralisation was intersected by vertical aircore holes (up to 0.16g/t Au). The anomaly is very similar to the Southern Arsenic anomaly and contains low gold values. At the Camp prospect follow-up bedrock aircore drilling on 80m spaced lines intersected erratically distributed, anomalous gold values in dolerite over a strike length of 1,920m.","the width of the anomaly be at least 150 m and have not be close off the anomaly occur over the felsic metabasalt contact where display a jog only minor gold mineralisation be intersect by vertical aircore hole up to 0.16 g t au the anomaly be very similar to the southern arsenic anomaly and contain low gold value at the camp prospect follow up bedrock aircore drill on 80 m space line intersect erratically distribute anomalous gold value in dolerite over a strike length of 1,920 m",False,1.2041523,0.4131083,0.41332716,0.2622477,-0.5433867,-0.52509356,0.7707455,-0.14830603,0.22252148,0.33989638,-0.45839405,0.05606265,0.10113596,0.7565706,-0.12121071,0.3741428,0.20624125,0.18250778,0.4811312,-0.09202099,-0.054816913,-0.35596335,0.24012038,-0.054978773,0.45282933,-0.6851065,-0.08471689,0.039613288,0.047072,0.39318505,0.60383034,0.15725285,0.25197378,0.15395299,-0.017841198,-0.47679207,-0.11816586,-0.16770117,0.027825208,-0.28629926,0.6675071,-0.2082943,-0.037315827,0.5732034,0.19010536,-0.5242044,0.96122044,-0.5611995,-0.8579888,0.26817074
1,a071875_700-100-go-rep-0002_13675165_172,a071875_700-100-go-rep-0002_13675165.json,Annual,"significance, prospects, follow up work","The Minyari lease areas are known to be covered by deep lateritic and transported gravel and aeolian sand cover, with a varied weathering and erosional profile. Existing regional aeromagnetics, covering the entire Minyari Dome, has highlighted a complexly folded domal structure with existing prospects located within the core region of this dome. The following work program is recommended to test the extent and significance of existing goldcopper prospects shown in Figure 5.1 plus locate new target areas suitable for follow-up work: 1. A limited program of infill RC and diamond drilling is recommended over the Minyari Prospect to test for down dip and down plunge extensions to known mineralisation. Diamond drillholes would need to be strategically located to help define stratigraphy and structure in accordance with the established Newcrest logging and database management systems.",the minyari lease area be know to be cover by deep lateritic and transport gravel and aeolian sand cover with a varied weathering and erosional profile exist regional aeromagnetic cover the entire minyari dome have highlight a complexly fold domal structure with exist prospect locate within the core region of this dome the follow work program be recommend to test the extent and significance of exist goldcopper prospect show in figure 5.1 plus locate new target area suitable for follow up work 1 a limited program of infill rc and diamond drilling be recommend over the minyari prospect to test for down dip and down plunge extension to know mineralisation diamond drillhole would need to be strategically locate to help define stratigraphy and structure in accordance with the establish newcrest logging and database management system,False,-0.02261447,-0.6264188,-0.42700487,-0.0023476821,-0.039961357,0.2803125,-0.89496076,0.1613773,0.10756332,0.089611605,-0.24351014,-0.34522486,-1.0440207,0.14404188,-1.325506,0.5205716,0.099565536,-0.6168087,-0.33770365,-0.758702,-0.367436,-0.32148454,0.015942248,0.1682651,0.19935264,-0.4614321,0.31926623,-0.4112241,0.1561904,0.04837496,-0.20700826,0.030600043,0.17943509,0.39124963,0.24288252,-0.04588304,-0.20120831,0.11200173,-0.14030257,-0.63307637,0.4207231,-0.48943877,0.40036222,0.36003494,-0.24406295,0.012349457,0.14060448,0.9595195,0.0052339197,0.1699428
2,a071950_c591_1994_2005a_16001655_730,a071950_c591_1994_2005a_16001655.json,Annual,high grade,"The deposit was estimated by ResEval using Inverse Distance to Power 2 (ID2) grade interpolation, constrained by resource outlines based on mineralisation envelopes prepared using a nominal 0.5/t cut-off grade and a minimum downhole length of 3m. The block dimensions used in the model were 5m NS x 10m EW x 5m vertical with subcells of 2.5m x 5m x 2.5m. The Mineral Resource is reported using a high grade cut of 20g/t was used for the Horseshoe, Cassidy and Pod zones, whereas a cut of 10g/t was used for the Hangingwall zone. The Mineral Resource was largely classified as Indicated due to the reasonable continuity of the mineralised zones and the adequate drillhole spacing. However, zones defined by wider spaced drilling (>20-30m), poor continuity and therefore lower confidence were classified as Inferred.",the deposit be estimate by reseval use inverse distance to power 2 id2 grade interpolation constrain by resource outline base on mineralisation envelope prepare use a nominal 0.5 t cut off grade and a minimum downhole length of 3 m the block dimension use in the model be 5 m ns x 10 m ew x 5 m vertical with subcell of 2.5 m x 5 m x 2.5 m the mineral resource be report use a high grade cut of 20 g t be use for the horseshoe cassidy and pod zone whereas a cut of 10 g t be use for the hangingwall zone the mineral resource be largely classify as indicate due to the reasonable continuity of the mineralised zone and the adequate drillhole space however zone define by wide space drilling > 20 30 m poor continuity and therefore low confidence be classify as infer,False,1.3806505,0.40330306,0.15732564,0.7785842,0.47785124,0.72199774,0.32930633,-0.18672858,-0.538113,0.6751538,-0.7855604,0.16803959,-1.0745571,0.33501133,-0.9780906,-0.7123573,-0.038026564,-1.0645595,0.013481064,-1.2139605,-0.30854848,-0.7466761,0.8858003,-0.5638821,0.19191411,0.021833094,-0.23955142,-0.28335878,-0.23144801,-0.07194875,-0.3751766,-0.19759116,0.5318194,-0.30061164,-0.092446744,-0.48941833,0.6500605,-0.75993365,-0.5592443,-0.1613489,-0.21774654,-0.18910436,0.28371143,-0.6513827,0.84617364,0.36594948,-1.0483426,-0.24189019,-0.24750035,0.375333
3,a072089_kun_ann_05_17468294_804,a072089_kun_ann_05_17468294.json,Annual,mineralisation,"The model includes 16 diamond holes drilled between November 2004 and January 2005 that were designed to improve definition of the likely reserve area. The model supersedes the July 2004 (RUG0604) estimate and is intended for feasibility study investigations and for generating publicly released resource/reserve statements. RUG0505 was generated from the same mineralisation wireframes and drill data used to create the April 2005 Rubicon open pit resource model (ROP0405). Model construction is consistent with the May 2004 Hornet underground model (HUG0504), with differences reflecting the specific differences in drill data and mineralisation between the deposits. RUG0505 and HUG0504 have compatible origins and orientations to allow them to be merged into a single model if required.",the model include 16 diamond hole drill between november 2004 and january 2005 that be design to improve definition of the likely reserve area the model supersede the july 2004 rug0604 estimate and be intend for feasibility study investigation and for generate publicly release resource reserve statement rug0505 be generate from the same mineralisation wireframe and drill datum use to create the april 2005 rubicon open pit resource model rop0405 model construction be consistent with the may 2004 hornet underground model hug0504 with difference reflect the specific difference in drill datum and mineralisation between the deposit rug0505 and hug0504 have compatible origin and orientation to allow to be merge into a single model if require,False,-0.20159334,-0.67485034,1.3722099,-0.22657542,-0.14612463,0.6837768,0.61600316,0.22074655,-0.72471976,0.370208,-0.2507426,-0.9041746,-1.0719408,0.018110199,-0.20619844,0.50936997,-0.3706593,0.04267098,-0.93471694,0.21088967,0.33979726,0.06965138,0.79823166,-0.19515039,-0.24351504,0.28799748,0.29838535,0.033270705,-0.8841184,-0.2043149,0.062139336,-0.6547147,-0.18821883,-0.013702809,0.770447,-0.6872243,0.4205476,-0.118094414,-0.45889434,-0.115795456,-0.18944407,0.051070124,0.44794473,-1.3072207,0.93392265,0.12693626,-0.27966127,0.2619735,0.014970006,-0.29302606
4,a072285_c67_2003_2006a_12640575_78,a072285_c67_2003_2006a_12640575.json,Annual,potentially,"Emperor and Shogun resource estimates are via a block models (250 m x 250 m x 0.5 m and 100 m x 100 m x 0.5 m respectively) by Robsearch at a 500 ppm U cutoff. The Emperor 1 Resource is that where all blocks had average grade greater than the cut off grade (i.e. The Emperor 2 Resource is that assigned to the full selective mining category; this being where the average grade of a block (which were very large) was under cut off, but a large proportion of the block contained material greater than cut off, which could potentially be recovered by a selective mining process. We include this material in the total resource because of the very high cut off grade of 500 ppm U used by Robsearch for the block model compared to the grade of 200 ppm U that will be used in future studies, and therefore the likelihood that this material will subsequently be classified as part of the resource. A review of the resource estimates was commenced during the year by the Brisbane based consultants Taylor Wall, as part of an authorised due diligence commissioned by Maple Minerals.",emperor and shogun resource estimate be via a block model 250 m x 250 m x 0.5 m and 100 m x 100 m x 0.5 m respectively by robsearch at a 500 ppm u cutoff the emperor 1 resource be that where all block have average grade great than the cut off grade i.e. the emperor 2 resource be that assign to the full selective mining category this be where the average grade of a block which be very large be under cut off but a large proportion of the block contain material great than cut off which could potentially be recover by a selective mining process include this material in the total resource because of the very high cut off grade of 500 ppm u use by robsearch for the block model compare to the grade of 200 ppm u that will be use in future study and therefore the likelihood that this material will subsequently be classify as part of the resource a review of the resource estimate be commence during the year by the brisbane based consultants taylor wall as part of an authorised due diligence commission by maple mineral,False,1.0808792,0.17010574,0.08364866,-0.2996162,-0.38036698,0.76994896,1.4340202,0.5388346,0.03419582,-1.1655624,-0.9964914,-0.61766833,-0.7643974,0.41653192,-0.53989494,-0.93416214,-0.89816725,-0.6265481,-0.78468907,-1.0724287,1.2185041,0.616568,0.5103936,0.09960192,-0.069104515,1.0540458,-0.45643446,-0.57188874,-0.3190065,-0.5490898,0.005781061,1.1866524,0.061264478,-0.86543244,-2.130054,-0.6458397,-0.3110912,-0.32034916,-0.28871784,0.15189242,0.08954718,-0.542954,1.1892627,-1.6190434,-0.31267968,0.4789653,-0.26546457,0.72199255,0.54157686,-0.012399384
5,a072386_jc_2005a_16148319_71,a072386_jc_2005a_16148319.json,Annual,mineralisation,"Underground exposure, mapping, sampling and geological understanding is sufficient to classify parts of these zone 250 domains within Lens B Panels 1 and 2 and Lens F Panel 1 north as measured. The ore zone domain boundaries in the Wallaby Underground resource, together with the 3.0g/t cutoff grade, define mineralisation considered to have reasonable prospects for eventual underground economic extraction. The wireframe domain boundaries were created using zones of continuous alteration, structural domain boundaries, structural dip and dip direction symbols, a decoded rock and alteration field and gold mineralisation to a nominal 1g/t cut-off. These parameters have a direct relationship with the visible orezone structures mapped and interpreted in the underground development. Statistical analysis of dry density measurements in fresh rock conglomerate material indicate a dry density value 2.77t/m3.",underground exposure mapping sampling and geological understanding be sufficient to classify part of these zone 250 domain within lens b panel 1 and 2 and lens f panel 1 north as measure the ore zone domain boundary in the wallaby underground resource together with the 3.0 g t cutoff grade define mineralisation consider to have reasonable prospect for eventual underground economic extraction the wireframe domain boundary be create use zone of continuous alteration structural domain boundary structural dip and dip direction symbol a decode rock and alteration field and gold mineralisation to a nominal 1 g t cut off these parameter have a direct relationship with the visible orezone structure map and interpret in the underground development statistical analysis of dry density measurement in fresh rock conglomerate material indicate a dry density value 2.77 t m3,False,0.24992323,-0.747758,0.7644726,0.23799111,-0.64170086,-0.14546269,-0.34358168,0.019627988,0.05833157,0.57995534,-0.5235371,-0.4109239,-1.2421509,0.25867718,-0.40681309,-0.0041767233,-0.19591148,-0.17540647,-0.9468297,0.22590539,0.20080695,-0.7864346,2.3852847,-0.8594812,0.091252916,-0.21738465,-0.45555857,-1.0305735,0.16012268,0.3233951,-0.04007503,-0.069676444,-0.21594176,0.6972564,0.5042399,-0.36390197,0.1496633,-0.3398702,0.082895815,-1.1402141,-0.09013722,0.53014946,0.08987629,-0.2918439,0.51771116,0.7076388,-0.31749052,0.5269756,0.5306188,-0.072370626
6,a072391_c125_2004_2006a_12728776_3510,a072391_c125_2004_2006a_12728776.json,Annual,proposed,"FMG proposes to seek environmental approval for the Cloud Break iron ore mine (No Beneficiation) and associated infrastructure with a life of 12 years at a production rate of 10 to 30 million tonnes per annum (Mtpa) that will be exported via the Port Hedland facility. The proposed ore will not be additional to the 45 Mtpa proposed to be mined from FMGs other mines, but rather will be blended with ore produced from these mines, to allow greater flexibility in terms of product grade control and meeting customer requirements. To ensure that the cumulative impacts of the Cloud Break Project, FMGs other projects and other relevant projects in the area are well understood, cumulative impacts will be a key focus of the studies proposed in this Scoping Document. The specialist consultants for groundwater, surface water, flora and vegetation, and fauna will (have) consider(ed) cumulative impacts. The overall ecological and social impact of Cloud Break, and other mining projects in the area, in particular in the Chichester Ranges, will be assessed in the context of the principles of sustainability.",fmg propose to seek environmental approval for the cloud break iron ore mine no beneficiation and associate infrastructure with a life of 12 year at a production rate of 10 to 30 million tonne per annum mtpa that will be export via the port hedland facility the propose ore will not be additional to the 45 mtpa propose to be mine from fmgs other mine but rather will be blend with ore produce from these mine to allow great flexibility in term of product grade control and meet customer requirement to ensure that the cumulative impact of the cloud break project fmgs other project and other relevant project in the area be well understand cumulative impact will be a key focus of the study propose in this scoping document the specialist consultant for groundwater surface water flora and vegetation and fauna will have consider(ed cumulative impact the overall ecological and social impact of cloud break and other mining project in the area in particular in the chichester range will be assess in the context of the principle of sustainability,False,-0.15651026,-0.87166774,0.9602278,0.23103656,-0.8687007,0.6780486,-0.32604095,0.1383691,0.2054057,-0.072796814,-0.30311164,-0.11626897,0.8342163,-0.48995486,-1.1420062,-0.2914206,1.0288738,-1.0094961,-0.89256924,0.9158627,0.110728554,0.29036102,-0.21439041,0.87623745,-0.06745202,0.16586019,0.70796573,-0.13214871,0.23768769,-0.64302486,0.37312052,-0.42681327,-1.5525416,0.3470459,0.050805494,-0.9495338,0.22464015,0.3745178,-0.055188194,-0.16568701,-0.005487256,0.76596653,0.82184464,0.49195844,-0.6606665,-0.99960214,-0.3693365,-0.04727839,1.0774304,-0.14074358
7,a072391_c125_2004_2006a_12728776_9651,a072391_c125_2004_2006a_12728776.json,Annual,encourage,"Remove any hydrocarbon contaminated soils for remediation. Contour to restore natural drainage. Rip surface to alleviate compaction and encourage re- growth of native vegetation (refer to Revegetation Plan Section). Train loading yard Leave site in a safe, stable, non-polluting and tidy condition with no remaining plant or infrastructure that is not required for postoperational use. No remaining plant or infrastructure that is not required for postoperational use.",remove any hydrocarbon contaminate soil for remediation contour to restore natural drainage rip surface to alleviate compaction and encourage re- growth of native vegetation refer to revegetation plan section train loading yard leave site in a safe stable non polluting and tidy condition with no remain plant or infrastructure that be not require for postoperational use no remain plant or infrastructure that be not require for postoperational use,False,0.40603927,-0.2792661,0.9551518,0.35509083,-0.41110888,-0.13482912,0.25572443,0.40174672,0.31342405,0.21493079,0.059015006,0.09472279,-0.27858716,-0.08067994,-1.0538447,-0.41331258,0.972662,0.268213,-0.07292572,-0.048963424,0.49371505,0.7176403,0.072453596,0.6271157,-0.91047144,-0.5084784,0.8742535,-0.12602612,0.035419744,-0.32138106,0.13408408,0.85378003,-0.28772217,-0.060751505,-0.4241846,-0.80470335,-0.60011756,0.43641868,0.12426143,-0.26034552,-0.26327416,-0.5834371,0.88581085,0.22088657,0.27248693,-0.2114414,-0.15868108,-0.50814503,-0.43918753,-0.12728494
8,a072398_c0892002_annual reprt_2005a_14670786_120,a072398_c0892002_annual reprt_2005a_14670786.json,Annual,mineralisation,"The geochemistry of these Tertiary caprock outliers will be significantly different from the surrounding materials. Mobile minerals will be concentrated in the caprock while the surrounding saprolite will be a depletion zone. ORIG DESIGN DATE COMMENTS MGA Coordinates, GDA94 DDDDD D DD D DDD DD D D D D D D D DDD D DD D D DDD D D DD DD D D D D DD DD D D DDDDDDDD D D D D DDD D D DDD DDD D D Check for mineralisation below paleochannel Positive results terminate on edge of paleo land surface. Mineralisation probably extends eastwards into the oxide zone below the surface soils. L L SFC SFC SFC Weak mineralised unit One good result on land surface Low grade anomalism surrounding palaeo surface SFC remnant L Strongly mineralised unit?",the geochemistry of these tertiary caprock outlier will be significantly different from the surround material mobile mineral will be concentrate in the caprock while the surround saprolite will be a depletion zone orig design date comment mga coordinate gda94 ddddd d dd d ddd dd d d d d d d d ddd d dd d d ddd d d dd dd d d d d dd dd d d dddddddd d d d d ddd d d ddd ddd d d check for mineralisation below paleochannel positive result terminate on edge of paleo land surface mineralisation probably extend eastwards into the oxide zone below the surface soil l l sfc sfc sfc weak mineralised unit one good result on land surface low grade anomalism surround palaeo surface sfc remnant l strongly mineralise unit,False,-0.98021793,0.34242067,-0.021085277,-0.21209858,-1.4099698,-0.050880425,-0.5585067,-1.535317,-0.30625778,0.24803992,0.27155817,0.14536984,0.25892854,-0.11516558,-0.9484,-1.0188507,0.30144772,0.20704502,0.61684877,0.13688658,1.3645256,1.2561755,0.21762833,-1.8886273,-0.24175067,0.12911126,0.8246508,-0.296146,-0.17191364,0.5469083,0.6555729,-0.19266106,-0.13192466,-0.36732805,0.0349366,0.2853756,-0.4491829,1.0285769,0.27134776,-0.15231782,-0.43962377,0.48417836,0.7033712,-0.92483115,-0.3745339,0.4741135,0.09422578,0.31360656,-0.14533925,-1.179231
9,a072486_c305_1996_2005a_14250496_134,a072486_c305_1996_2005a_14250496.json,Annual,mineralisation,"The footwall domain: To the west of the calc-alkaline units, the footwall domain is characterised by mafic and ultramafic schist, dolerite and banded iron-formation. 6.0 Project Mineralisation Copper and gold at Admiral Hill display a high degree of spatial correlation, although the greater mobility of copper in the supergene zone causes some separation. As presently known, the main contribution to copper-gold mineralisation is in the supergene zone, approximately coincident with, and beneath, the andalusite-bearing schist ridge. Copper and gold occur sporadically throughout the leached, kaolinitic rock. Copper, mainly as malachite and chalcocite, is concentrated near the base of the supergene zone, but gold is more widespread, being retained in relatively refractory quartz veins.",the footwall domain to the west of the calc alkaline unit the footwall domain be characterise by mafic and ultramafic schist dolerite and banded iron formation 6.0 project mineralisation copper and gold at admiral hill display a high degree of spatial correlation although the great mobility of copper in the supergene zone cause some separation as presently know the main contribution to copper gold mineralisation be in the supergene zone approximately coincident with and beneath the andalusite bear schist ridge copper and gold occur sporadically throughout the leach kaolinitic rock copper mainly as malachite and chalcocite be concentrate near the base of the supergene zone but gold be more widespread being retain in relatively refractory quartz vein,False,0.45699552,-0.28652158,-0.43381745,0.40452743,-0.26002944,0.00197171,0.43741232,0.06596775,0.088734366,-0.3805938,0.96906537,0.20516813,0.06985651,0.14178492,-0.45233116,0.1947576,-0.626893,0.3350159,0.42820165,0.24204803,-0.13492747,-0.28794593,-0.0140133,-0.9134184,0.31274065,-0.3451692,0.1814491,0.42589536,-0.41539702,0.0062759747,0.47505355,0.20291309,0.15686889,0.3378295,-0.14386375,-1.0717071,0.6675634,-0.550181,0.7545347,0.034629025,-0.030898312,0.8223635,0.8424679,-0.36093527,-0.029588645,0.15593052,-0.30410334,0.1511526,0.07862939,-0.53911155
